product_id,purchase_date,category,brand,season,size,color,stock_quantity,original_price,markdown_percentage,current_price,customer_rating,is_returned,return_reason
FB009043,2025-02-25,Shoes,Ann Taylor,Winter,S,Navy,31,94.87,0.0,94.87,,False,
FB009076,2025-10-04,Dresses,Gap,Fall,M,Red,33,42.31,0.0,42.31,4.1,False,
FB007954,2025-09-25,Dresses,Mango,Fall,M,Pink,13,70.63,0.0,70.63,3.7,False,
FB007023,2024-02-24,Shoes,Zara,Winter,S,White,30,60.91,0.0,60.91,4.3,False,
FB004950,2024-06-29,Accessories,Uniqlo,Summer,,Navy,18,35.56,0.0,35.56,,False,
FB006692,2025-03-21,Accessories,Uniqlo,Spring,,Beige,34,37.82,0.5,18.91,,False,
FB001685,2024-06-10,Bottoms,Mango,Summer,XS,Green,28,77.74,0.0,77.74,,False,
FB005932,2024-11-29,Dresses,H&M,Fall,L,Gray,7,92.39,0.0,92.39,3.7,False,
FB009768,2024-08-21,Bottoms,Gap,Summer,XS,Gray,14,49.58,0.0,49.58,4.5,False,
FB005039,2025-04-27,Dresses,H&M,Spring,XL,Green,29,142.2,0.5,71.1,,False,
FB002533,2025-01-31,Bottoms,Banana Republic,Winter,M,Navy,17,98.17,0.0,98.17,3.8,False,
FB009447,2024-12-09,Outerwear,H&M,Winter,S,Black,29,145.48,0.0,145.48,,False,
FB002493,2025-03-04,Accessories,Banana Republic,Spring,,Navy,10,32.37,0.0,32.37,3.8,False,
FB009544,2025-08-14,Shoes,Zara,Summer,XL,Gray,30,158.5,0.5,79.25,4.5,False,
FB007214,2024-10-12,Bottoms,H&M,Fall,XS,Blue,37,91.19,0.0,91.19,3.4,False,
FB002781,2025-08-28,Accessories,Mango,Summer,,Navy,2,38.0,0.0,38.0,2.4,False,
FB006573,2025-04-26,Tops,Zara,Spring,XXL,Pink,6,68.3,0.5,34.15,1.6,False,
FB005273,2025-05-22,Shoes,Banana Republic,Spring,S,White,13,109.19,0.0,109.19,,False,
FB001114,2025-01-02,Dresses,Forever21,Winter,M,Gray,19,47.54,0.0,47.54,,False,
FB000833,2025-04-15,Shoes,Ann Taylor,Spring,XL,Brown,50,82.65,0.5,41.33,4.3,True,Size Issue
FB009643,2025-10-03,Outerwear,Ann Taylor,Fall,L,Purple,33,130.55,0.1,117.5,3.9,False,
FB001170,2024-10-30,Tops,Uniqlo,Fall,L,Beige,13,62.11,0.0,62.11,4.1,False,
FB009939,2025-09-27,Shoes,Forever21,Fall,M,Black,23,84.46,0.0,84.46,2.7,True,Size Issue
FB004343,2025-09-25,Outerwear,Forever21,Fall,XS,Red,8,92.72,0.1,83.45,2.4,False,
FB009529,2024-09-01,Outerwear,Mango,Fall,XL,White,44,132.06,0.0,132.06,1.5,False,
FB006692,2024-08-18,Accessories,Uniqlo,Summer,,Red,3,37.82,0.3,26.47,3.2,False,
FB004316,2025-01-16,Tops,Ann Taylor,Winter,M,Green,45,20.19,0.0,20.19,3.9,False,
FB004296,2025-11-25,Bottoms,H&M,Fall,XL,Beige,44,61.84,0.0,61.84,3.3,False,
FB001744,2024-07-11,Shoes,Forever21,Summer,L,White,6,116.0,0.2,92.8,3.5,False,
FB004292,2024-10-09,Dresses,Gap,Fall,XS,Navy,40,124.82,0.0,124.82,4.6,False,
FB005926,2024-10-27,Dresses,Uniqlo,Fall,L,Purple,28,131.23,0.0,131.23,,False,
FB006202,2024-10-25,Shoes,H&M,Fall,S,White,21,176.51,0.2,141.21,3.2,False,
FB005461,2025-08-15,Dresses,Ann Taylor,Summer,M,Purple,44,78.28,0.0,78.28,3.7,False,
FB000229,2025-07-15,Bottoms,H&M,Summer,L,Green,50,85.35,0.2,68.28,4.3,False,
FB006884,2024-08-20,Outerwear,Zara,Summer,L,Red,18,115.16,0.0,115.16,3.4,True,Color Mismatch
FB007750,2024-06-19,Outerwear,Zara,Summer,XL,Navy,45,134.09,0.0,134.09,4.0,False,
FB001698,2024-06-14,Dresses,Uniqlo,Summer,S,White,23,142.49,0.3,99.74,4.5,False,
FB001772,2024-07-29,Outerwear,Mango,Summer,XL,Black,28,125.36,0.0,125.36,4.7,False,
FB001912,2024-06-15,Accessories,Uniqlo,Summer,,Pink,9,44.22,0.1,39.8,2.4,False,
FB002493,2024-11-23,Accessories,Banana Republic,Fall,,Navy,18,32.37,0.3,22.66,4.6,False,
FB005870,2025-11-13,Accessories,Zara,Fall,,Navy,21,20.93,0.0,20.93,3.6,False,
FB008857,2025-05-05,Outerwear,H&M,Spring,XS,Navy,14,88.6,0.0,88.6,,True,Changed Mind
FB004892,2024-12-31,Bottoms,Zara,Winter,XS,Red,12,49.8,0.2,39.84,2.9,True,Color Mismatch
FB005926,2024-03-26,Dresses,Uniqlo,Spring,XL,Green,25,131.23,0.0,131.23,3.5,False,
FB008786,2025-05-17,Bottoms,Banana Republic,Spring,M,Brown,23,77.57,0.0,77.57,4.8,False,
FB009799,2024-05-31,Shoes,Ann Taylor,Spring,XXL,Blue,19,106.91,0.3,74.84,,False,
FB004892,2025-07-28,Bottoms,Zara,Summer,XS,Gray,28,49.8,0.0,49.8,3.6,False,
FB004052,2024-06-16,Accessories,Zara,Summer,,Blue,38,48.94,0.0,48.94,3.1,False,
FB003682,2024-05-27,Outerwear,Ann Taylor,Spring,S,Beige,4,100.57,0.0,100.57,4.0,False,
FB001331,2024-03-31,Accessories,Mango,Spring,,Black,35,26.91,0.0,26.91,2.8,False,
FB007214,2025-08-04,Bottoms,H&M,Summer,S,Gray,19,91.19,0.5,45.59,2.0,False,
FB000511,2024-11-07,Bottoms,Ann Taylor,Fall,L,Pink,9,75.03,0.0,75.03,2.3,False,
FB009433,2024-11-03,Outerwear,Zara,Fall,XXL,Purple,26,225.64,0.0,225.64,2.3,False,
FB002533,2025-05-18,Bottoms,Banana Republic,Spring,XXL,Purple,4,98.17,0.1,88.35,2.5,False,
FB000879,2025-08-18,Outerwear,H&M,Summer,L,Brown,44,178.09,0.0,178.09,2.4,False,
FB007455,2025-01-17,Outerwear,Uniqlo,Winter,XL,Brown,20,237.51,0.3,166.26,4.0,False,
FB007214,2024-05-18,Bottoms,H&M,Spring,M,Navy,22,91.19,0.3,63.83,2.6,False,
FB007020,2024-10-23,Tops,Uniqlo,Fall,M,Pink,40,64.82,0.0,64.82,,False,
FB005443,2024-04-06,Outerwear,Zara,Spring,XL,Navy,43,110.49,0.0,110.49,3.2,False,
FB004942,2024-10-04,Dresses,Mango,Fall,XXL,Red,49,51.21,0.3,35.85,4.5,True,Size Issue
FB006268,2025-02-25,Tops,Forever21,Winter,M,Navy,50,24.74,0.2,19.79,3.6,False,
FB009784,2025-09-20,Dresses,Mango,Fall,XXL,Pink,7,110.59,0.0,110.59,4.1,False,
FB005154,2025-04-16,Shoes,Zara,Spring,XS,White,19,109.13,0.0,109.13,2.6,False,
FB000879,2024-05-22,Outerwear,H&M,Spring,L,Brown,1,178.09,0.0,178.09,2.6,True,Color Mismatch
FB000036,2024-08-15,Outerwear,Zara,Summer,S,Navy,27,107.99,0.0,107.99,1.8,True,Size Issue
FB008857,2024-03-20,Outerwear,H&M,Spring,XS,Green,50,88.6,0.0,88.6,,False,
FB000646,2025-08-30,Accessories,H&M,Summer,,Black,42,55.65,0.0,55.65,2.5,True,Color Mismatch
FB004558,2024-04-08,Outerwear,Mango,Spring,XS,Brown,5,156.37,0.2,125.1,3.0,False,
FB008289,2024-10-11,Dresses,H&M,Fall,XL,Red,33,99.14,0.2,79.31,2.6,True,Changed Mind
FB003444,2024-07-15,Outerwear,Zara,Summer,M,Navy,6,131.66,0.0,131.66,2.1,False,
FB006212,2025-05-31,Tops,Mango,Spring,XXL,Green,11,45.23,0.2,36.18,2.3,False,
FB000201,2025-01-23,Accessories,Ann Taylor,Winter,,Blue,20,19.62,0.2,15.7,3.5,False,
FB004862,2025-04-22,Accessories,Ann Taylor,Spring,,White,18,21.97,0.0,21.97,2.7,False,
FB007451,2024-02-11,Tops,H&M,Winter,XS,Red,47,76.94,0.0,76.94,3.3,False,
FB007136,2025-03-30,Accessories,Ann Taylor,Spring,,Gray,12,46.83,0.0,46.83,3.7,False,
FB002647,2025-05-02,Shoes,Mango,Spring,XXL,Red,33,69.87,0.5,34.94,4.1,False,
FB006119,2024-05-02,Accessories,Uniqlo,Spring,,Navy,10,32.95,0.1,29.66,1.7,False,
FB001744,2025-01-07,Shoes,Forever21,Winter,S,Red,46,116.0,0.5,58.0,,False,
FB001748,2024-10-12,Tops,Banana Republic,Fall,XXL,Brown,25,71.2,0.0,71.2,4.3,False,
FB007217,2025-05-02,Shoes,Uniqlo,Spring,XXL,Brown,9,111.02,0.0,111.02,4.0,False,
FB003827,2024-04-20,Tops,Mango,Spring,XS,Beige,1,54.31,0.0,54.31,2.1,False,
FB007750,2024-02-24,Shoes,Ann Taylor,Winter,XS,Green,43,81.59,0.0,81.59,4.5,False,
FB008465,2024-06-05,Accessories,Uniqlo,Summer,,Beige,48,40.01,0.0,40.01,,False,
FB004466,2025-05-19,Shoes,Gap,Spring,L,Gray,21,119.01,0.5,59.51,4.6,False,
FB001912,2025-07-13,Accessories,Uniqlo,Summer,,Black,7,44.22,0.0,44.22,,False,
FB007439,2025-04-05,Accessories,Uniqlo,Spring,,Red,35,46.63,0.0,46.63,1.9,True,Quality Issue
FB009273,2024-06-17,Accessories,H&M,Summer,,Green,48,50.83,0.0,50.83,3.0,False,
FB001236,2025-08-05,Outerwear,Mango,Summer,XXL,Green,30,228.66,0.0,228.66,4.4,False,
FB003991,2024-06-09,Dresses,Zara,Summer,XL,Black,43,126.55,0.5,63.27,4.2,False,
FB002069,2024-10-18,Shoes,Uniqlo,Fall,M,Black,47,140.66,0.1,126.59,,False,
FB008544,2024-01-28,Shoes,Zara,Winter,XXL,Red,15,144.54,0.5,72.27,2.6,True,Size Issue
FB004544,2024-08-28,Outerwear,Uniqlo,Summer,XXL,Beige,7,207.8,0.0,207.8,2.7,True,Color Mismatch
FB005633,2024-06-22,Bottoms,Ann Taylor,Summer,XS,Pink,32,68.74,0.5,34.37,3.3,False,
FB008890,2024-09-30,Shoes,Zara,Fall,XS,Green,24,135.5,0.0,135.5,3.6,False,
FB005814,2025-08-09,Bottoms,Forever21,Summer,XS,Green,48,64.13,0.2,51.3,3.9,False,
FB007435,2024-06-19,Outerwear,Gap,Summer,XL,Beige,50,139.81,0.5,69.91,3.3,False,
FB009296,2025-07-02,Tops,Zara,Summer,S,Beige,14,34.45,0.3,24.12,3.5,False,
FB005414,2025-08-15,Tops,H&M,Summer,XS,Brown,27,74.33,0.1,66.9,4.2,False,
FB006692,2024-12-21,Accessories,Uniqlo,Winter,,White,27,37.82,0.0,37.82,1.7,False,
FB001912,2024-11-16,Accessories,Uniqlo,Fall,,Gray,42,44.22,0.0,44.22,2.9,False,
FB001623,2024-07-03,Outerwear,Forever21,Summer,XS,Purple,13,230.52,0.0,230.52,4.2,False,
FB005384,2024-10-01,Bottoms,Banana Republic,Fall,XXL,Pink,36,75.49,0.0,75.49,4.5,False,
FB008798,2025-06-18,Accessories,H&M,Summer,,Gray,48,45.68,0.2,36.54,3.7,False,
FB003250,2025-03-21,Shoes,Banana Republic,Spring,L,Red,26,101.57,0.0,101.57,3.7,False,
FB006866,2024-10-20,Bottoms,Banana Republic,Fall,XXL,Navy,1,89.74,0.2,71.79,2.2,True,Quality Issue
FB007778,2024-11-13,Outerwear,Forever21,Fall,L,Green,2,206.42,0.0,206.42,3.5,False,
FB009447,2024-06-12,Outerwear,H&M,Summer,M,Navy,2,145.48,0.3,101.84,3.7,False,
FB006268,2024-01-21,Tops,Forever21,Winter,XS,White,26,24.74,0.3,17.32,2.8,False,
FB004979,2025-11-18,Tops,Forever21,Fall,XXL,White,32,68.67,0.2,54.94,2.9,False,
FB007455,2025-06-18,Outerwear,Uniqlo,Summer,XXL,Brown,5,237.51,0.0,237.51,3.3,False,
FB001989,2025-09-06,Outerwear,Zara,Fall,XS,Red,27,174.76,0.5,87.38,1.5,False,
FB003444,2024-05-27,Outerwear,Zara,Spring,XS,Navy,37,131.66,0.3,92.16,3.1,False,
FB009764,2025-05-17,Shoes,H&M,Spring,XL,Red,30,100.02,0.0,100.02,,False,
FB004544,2024-10-11,Outerwear,Uniqlo,Fall,S,Red,38,207.8,0.0,207.8,2.7,True,Wrong Item
FB004011,2025-11-09,Shoes,Forever21,Fall,XS,Purple,23,119.44,0.5,59.72,3.1,False,
FB009106,2025-07-01,Bottoms,Banana Republic,Summer,S,Green,19,78.76,0.5,39.38,2.3,False,
FB000965,2024-08-29,Tops,Mango,Summer,M,Gray,20,20.43,0.0,20.43,4.5,False,
FB002974,2024-02-04,Outerwear,Ann Taylor,Winter,M,White,26,235.73,0.0,235.73,3.9,False,
FB003631,2025-03-08,Outerwear,Zara,Spring,XS,Navy,38,95.82,0.0,95.82,4.1,False,
FB001623,2024-11-30,Outerwear,Forever21,Fall,L,Black,28,230.52,0.0,230.52,4.3,False,
FB006869,2024-01-04,Tops,Zara,Winter,L,Gray,10,57.16,0.0,57.16,3.6,False,
FB004500,2025-06-12,Shoes,Ann Taylor,Summer,XXL,Purple,50,131.48,0.0,131.48,2.1,False,
FB007614,2025-04-07,Bottoms,Ann Taylor,Spring,L,Navy,26,47.07,0.3,32.95,3.7,False,
FB006233,2024-07-05,Shoes,Mango,Summer,L,Blue,1,150.84,0.0,150.84,3.9,False,
FB007451,2025-10-24,Tops,H&M,Fall,XL,Purple,44,76.94,0.1,69.25,4.2,False,
FB002443,2024-02-20,Shoes,Zara,Winter,L,Brown,36,64.54,0.0,64.54,3.5,True,Size Issue
FB000036,2024-01-15,Outerwear,Zara,Winter,XXL,Pink,43,107.99,0.0,107.99,2.3,False,
FB006952,2024-05-01,Shoes,Uniqlo,Spring,S,Gray,8,133.06,0.3,93.14,3.0,False,
FB000225,2024-07-30,Tops,Forever21,Summer,XL,Gray,26,38.65,0.0,38.65,3.3,False,
FB002901,2025-02-22,Tops,Forever21,Winter,S,Black,15,78.57,0.3,55.0,4.0,False,
FB009643,2025-08-19,Outerwear,Ann Taylor,Summer,XXL,Purple,20,130.55,0.0,130.55,,False,
FB009799,2024-08-05,Shoes,Ann Taylor,Summer,XXL,Blue,6,106.91,0.0,106.91,3.8,False,
FB007451,2024-03-01,Tops,H&M,Spring,XS,Red,38,76.94,0.0,76.94,3.2,False,
FB002288,2024-01-06,Outerwear,Ann Taylor,Winter,M,Pink,23,104.29,0.0,104.29,4.8,False,
FB001114,2025-07-26,Dresses,Forever21,Summer,XS,Brown,29,47.54,0.2,38.03,3.9,False,
FB001114,2024-04-01,Dresses,Forever21,Spring,M,Pink,17,47.54,0.0,47.54,2.8,True,Size Issue
FB006566,2025-03-16,Outerwear,H&M,Spring,M,Beige,27,219.76,0.0,219.76,2.2,True,Color Mismatch
FB004292,2024-11-19,Dresses,Gap,Fall,XXL,Green,42,124.82,0.0,124.82,2.5,False,
FB009821,2024-02-24,Outerwear,Forever21,Winter,S,Navy,45,145.21,0.2,116.17,,False,
FB005384,2025-03-22,Bottoms,Banana Republic,Spring,XS,Green,29,75.49,0.3,52.84,2.9,False,
FB005662,2024-04-25,Bottoms,Forever21,Spring,XXL,Navy,47,35.17,0.1,31.65,2.5,True,Quality Issue
FB003116,2024-10-06,Tops,Gap,Fall,XL,Purple,33,33.14,0.0,33.14,2.6,False,
FB001802,2024-07-03,Tops,Uniqlo,Summer,L,White,1,67.91,0.5,33.95,3.0,False,
FB008838,2025-11-28,Bottoms,H&M,Fall,XXL,White,29,62.92,0.1,56.63,2.6,True,Size Issue
FB004807,2025-04-09,Dresses,Gap,Spring,XXL,Beige,41,127.58,0.0,127.58,,False,
FB005273,2024-11-28,Shoes,Banana Republic,Fall,XXL,Brown,3,109.19,0.1,98.27,4.5,False,
FB008006,2025-07-14,Shoes,Zara,Summer,XL,Blue,25,127.86,0.3,89.5,2.1,False,
FB009076,2024-01-22,Dresses,Gap,Winter,S,Navy,41,42.31,0.5,21.16,3.7,False,
FB001698,2024-05-03,Dresses,Uniqlo,Spring,M,Green,43,142.49,0.0,142.49,3.4,False,
FB001114,2025-01-02,Dresses,Forever21,Winter,XXL,White,24,47.54,0.0,47.54,4.8,False,
FB001647,2024-10-01,Outerwear,H&M,Fall,XL,Brown,39,209.26,0.0,209.26,2.3,False,
FB003645,2025-03-20,Outerwear,Zara,Spring,XXL,Blue,41,225.96,0.3,158.17,3.4,False,
FB001754,2025-05-22,Tops,Uniqlo,Spring,XL,Purple,5,26.93,0.0,26.93,,False,
FB000475,2024-11-03,Outerwear,Forever21,Fall,S,Navy,27,197.98,0.0,197.98,4.8,False,
FB002684,2025-08-05,Tops,H&M,Summer,XS,Pink,26,66.67,0.1,60.0,4.5,False,
FB007954,2025-04-20,Dresses,Mango,Spring,XXL,Brown,49,70.63,0.0,70.63,4.4,False,
FB006485,2024-01-17,Bottoms,Uniqlo,Winter,XS,Purple,2,31.54,0.0,31.54,2.9,False,
FB003296,2025-03-02,Outerwear,Mango,Spring,XXL,Beige,16,237.92,0.5,118.96,2.5,False,
FB001977,2024-07-10,Bottoms,Uniqlo,Summer,S,Navy,34,47.6,0.3,33.32,4.1,False,
FB007528,2024-01-06,Bottoms,Uniqlo,Winter,L,White,42,86.5,0.5,43.25,4.6,False,
FB009555,2024-11-06,Shoes,Mango,Fall,XL,Brown,7,114.7,0.5,57.35,3.8,True,Size Issue
FB005882,2024-07-11,Dresses,H&M,Summer,XS,Gray,40,81.79,0.0,81.79,,False,
FB007607,2024-07-14,Bottoms,Mango,Summer,XS,Beige,7,75.34,0.0,75.34,,False,
FB007008,2024-06-05,Tops,Ann Taylor,Summer,XXL,Green,37,53.1,0.0,53.1,3.8,False,
FB008977,2024-07-25,Shoes,Banana Republic,Summer,M,Brown,6,157.97,0.0,157.97,3.0,False,
FB001859,2025-03-01,Shoes,Banana Republic,Spring,L,Brown,31,62.12,0.0,62.12,4.3,False,
FB009892,2025-05-12,Dresses,Banana Republic,Spring,XL,Brown,31,120.8,0.0,120.8,2.6,False,
FB003998,2024-03-03,Tops,Banana Republic,Spring,XL,Black,41,49.66,0.0,49.66,3.1,False,
FB005154,2025-04-29,Shoes,Zara,Spring,XS,Green,27,109.13,0.0,109.13,3.4,False,
FB006202,2024-06-14,Shoes,H&M,Summer,M,Gray,37,176.51,0.0,176.51,3.7,False,
FB007435,2025-09-08,Outerwear,Gap,Fall,XXL,Purple,24,139.81,0.0,139.81,2.8,False,
FB005154,2025-11-20,Shoes,Zara,Fall,XXL,Red,39,109.13,0.0,109.13,2.3,False,
FB002042,2024-10-16,Accessories,Gap,Fall,,White,38,43.04,0.0,43.04,,False,
FB007623,2024-04-13,Outerwear,Uniqlo,Spring,L,Green,22,193.36,0.2,154.69,3.9,False,
FB006884,2024-12-31,Outerwear,Zara,Winter,XXL,Navy,7,115.16,0.1,103.64,3.0,False,
FB004012,2024-05-03,Tops,Forever21,Spring,XL,Gray,49,21.47,0.0,21.47,3.9,False,
FB002288,2025-07-24,Outerwear,Ann Taylor,Summer,M,Navy,6,104.29,0.0,104.29,2.5,False,
FB002267,2025-03-24,Shoes,Banana Republic,Spring,L,White,6,97.06,0.0,97.06,3.6,False,
FB003991,2024-02-12,Dresses,Zara,Winter,XL,White,10,126.55,0.1,113.89,3.7,False,
FB009241,2025-03-28,Tops,Ann Taylor,Spring,XL,Green,21,60.17,0.0,60.17,,False,
FB003347,2024-05-05,Accessories,Gap,Spring,,Gray,15,57.06,0.0,57.06,1.9,False,
FB001481,2024-12-15,Accessories,Uniqlo,Winter,,Beige,48,59.88,0.0,59.88,,False,
FB006562,2025-01-04,Outerwear,Ann Taylor,Winter,XXL,Purple,27,129.0,0.5,64.5,3.2,False,
FB005404,2025-02-23,Bottoms,H&M,Winter,L,Pink,49,90.04,0.0,90.04,2.4,True,Quality Issue
FB004558,2025-06-13,Outerwear,Mango,Summer,XS,White,25,156.37,0.5,78.19,1.9,True,Size Issue
FB009126,2025-11-07,Tops,Ann Taylor,Fall,XXL,Navy,45,42.77,0.0,42.77,,False,
FB004466,2024-10-29,Shoes,Gap,Fall,L,Blue,46,119.01,0.0,119.01,4.9,False,
FB008818,2024-12-18,Tops,Uniqlo,Winter,XS,Beige,25,56.95,0.0,56.95,3.1,False,
FB004892,2025-10-21,Bottoms,Zara,Fall,S,Pink,22,49.8,0.0,49.8,4.4,False,
FB002871,2024-07-21,Shoes,Zara,Summer,M,White,8,149.2,0.3,104.44,2.9,False,
FB004466,2025-07-07,Shoes,Gap,Summer,M,Gray,10,119.01,0.3,83.31,4.1,False,
FB005926,2024-01-29,Dresses,Uniqlo,Winter,XL,Brown,7,131.23,0.3,91.86,4.3,False,
FB008798,2025-01-16,Accessories,H&M,Winter,,Beige,7,45.68,0.0,45.68,3.9,True,Wrong Item
FB007317,2024-11-01,Shoes,Ann Taylor,Fall,XL,Black,37,162.48,0.0,162.48,3.6,False,
FB003818,2025-10-04,Tops,Mango,Fall,XXL,Pink,42,68.78,0.0,68.78,3.4,False,
FB005870,2025-11-19,Accessories,Zara,Fall,,Navy,20,20.93,0.0,20.93,3.2,False,
FB004836,2025-08-19,Accessories,Forever21,Summer,,Gray,45,19.06,0.0,19.06,4.6,False,
FB000846,2025-02-25,Bottoms,Ann Taylor,Winter,XS,White,23,73.78,0.2,59.02,4.4,False,
FB003697,2025-02-16,Dresses,Forever21,Winter,XL,Pink,31,122.96,0.0,122.96,4.7,False,
FB008495,2025-03-26,Outerwear,Banana Republic,Spring,XXL,Green,8,89.21,0.0,89.21,2.3,True,Changed Mind
FB006268,2025-04-13,Tops,Forever21,Spring,S,Pink,30,24.74,0.0,24.74,,False,
FB001170,2024-06-09,Tops,Uniqlo,Summer,XL,Red,7,62.11,0.0,62.11,,False,
FB007455,2025-01-13,Outerwear,Uniqlo,Winter,XL,Beige,23,237.51,0.2,190.01,,False,
FB009273,2024-10-28,Accessories,H&M,Fall,,Green,3,50.83,0.2,40.66,,False,
FB006072,2024-10-17,Dresses,Gap,Fall,S,Navy,2,98.6,0.0,98.6,4.2,True,Size Issue
FB005154,2025-05-07,Shoes,Zara,Spring,XL,Beige,30,109.13,0.0,109.13,4.6,False,
FB001114,2024-05-21,Dresses,Forever21,Spring,XL,Purple,39,47.54,0.0,47.54,2.6,True,Size Issue
FB008057,2025-01-31,Shoes,Banana Republic,Winter,S,Blue,47,132.52,0.1,119.27,2.0,False,
FB004263,2025-10-23,Tops,Ann Taylor,Fall,XS,Navy,45,30.9,0.0,30.9,4.2,False,
FB005935,2025-07-28,Outerwear,H&M,Summer,XXL,White,34,153.7,0.0,153.7,,False,
FB008620,2024-02-24,Dresses,Forever21,Winter,XL,Pink,11,121.59,0.5,60.8,3.8,True,Wrong Item
FB007528,2024-10-08,Bottoms,Uniqlo,Fall,S,Gray,5,86.5,0.0,86.5,4.4,False,
FB006087,2025-09-13,Shoes,Banana Republic,Fall,M,Blue,21,156.91,0.0,156.91,2.4,False,
FB004480,2024-07-03,Outerwear,Uniqlo,Summer,L,Black,7,166.51,0.0,166.51,4.3,False,
FB007750,2025-07-08,Shoes,Ann Taylor,Summer,S,Beige,3,81.59,0.3,57.11,2.7,True,Damaged
FB009768,2024-07-04,Bottoms,Gap,Summer,XS,Black,20,49.58,0.1,44.62,2.5,False,
FB007634,2025-01-19,Outerwear,Banana Republic,Winter,XS,Black,24,136.25,0.2,109.0,2.5,False,
FB003873,2024-10-02,Dresses,H&M,Fall,XS,Red,26,141.9,0.0,141.9,4.4,False,
FB001747,2024-01-20,Tops,Zara,Winter,M,Pink,35,73.56,0.0,73.56,4.1,False,
FB008884,2024-11-07,Tops,Zara,Fall,XL,Blue,50,54.75,0.0,54.75,3.7,False,
FB001189,2025-01-17,Tops,Uniqlo,Winter,XL,Navy,35,47.43,0.0,47.43,3.2,False,
FB005273,2024-02-12,Shoes,Banana Republic,Winter,XS,Green,10,109.19,0.0,109.19,4.5,False,
FB004507,2024-03-02,Accessories,H&M,Spring,,Green,22,16.13,0.3,11.29,3.3,False,
FB009084,2025-08-22,Bottoms,Banana Republic,Summer,XL,Beige,7,78.8,0.1,70.92,4.4,False,
FB006485,2025-07-23,Accessories,Gap,Summer,,Beige,20,25.74,0.0,25.74,3.5,False,
FB008780,2025-10-12,Accessories,Mango,Fall,,Beige,42,29.2,0.0,29.2,3.3,False,
FB008099,2024-12-15,Shoes,Banana Republic,Winter,S,Green,8,93.73,0.0,93.73,3.5,False,
FB001680,2025-09-15,Tops,Mango,Fall,L,Black,44,28.37,0.0,28.37,3.1,False,
FB004162,2025-02-06,Tops,Mango,Winter,XL,White,1,47.67,0.0,47.67,4.2,False,
FB008319,2025-11-19,Outerwear,Gap,Fall,XS,Red,24,238.82,0.0,238.82,3.7,False,
FB001685,2024-01-09,Bottoms,Mango,Winter,XS,Green,48,77.74,0.2,62.19,2.8,True,Size Issue
FB005356,2025-11-27,Outerwear,Gap,Fall,XXL,Red,31,115.98,0.3,81.19,4.6,False,
FB000879,2024-02-07,Outerwear,H&M,Winter,M,Green,12,178.09,0.0,178.09,3.3,False,
FB004461,2024-04-23,Accessories,Uniqlo,Spring,,Beige,42,46.49,0.0,46.49,3.8,False,
FB003818,2025-11-19,Tops,Mango,Fall,XXL,Brown,4,68.78,0.0,68.78,,False,
FB009572,2024-09-22,Dresses,Gap,Fall,XL,Gray,43,46.29,0.0,46.29,4.6,False,
FB005926,2025-11-25,Dresses,Uniqlo,Fall,XL,Brown,43,131.23,0.5,65.61,,False,
FB000772,2024-11-26,Shoes,Ann Taylor,Fall,L,Blue,2,61.82,0.5,30.91,4.0,False,
FB005492,2024-02-18,Accessories,H&M,Winter,,Beige,12,27.77,0.0,27.77,2.3,True,Damaged
FB009529,2024-03-24,Outerwear,Mango,Spring,XL,Black,4,132.06,0.0,132.06,4.7,False,
FB004500,2024-07-20,Shoes,Ann Taylor,Summer,S,Red,1,131.48,0.1,118.33,,False,
FB009529,2024-09-13,Outerwear,Mango,Fall,S,White,21,132.06,0.0,132.06,4.0,False,
FB004466,2024-08-30,Shoes,Gap,Summer,XS,Brown,37,119.01,0.0,119.01,3.2,False,
FB004862,2024-03-28,Accessories,Ann Taylor,Spring,,Black,44,21.97,0.0,21.97,2.4,False,
FB001744,2024-05-10,Shoes,Forever21,Spring,XS,Green,35,116.0,0.5,58.0,,False,
FB000772,2024-10-28,Shoes,Ann Taylor,Fall,L,Blue,42,61.82,0.5,30.91,4.3,False,
FB004558,2025-04-09,Outerwear,Mango,Spring,L,Green,21,156.37,0.0,156.37,3.9,False,
FB001308,2025-04-09,Accessories,Mango,Spring,,Pink,4,49.79,0.2,39.83,,True,Wrong Item
FB008786,2025-08-09,Bottoms,Banana Republic,Summer,S,Purple,39,77.57,0.0,77.57,3.7,False,
FB008319,2024-07-09,Outerwear,Gap,Summer,S,Navy,27,238.82,0.0,238.82,,False,
FB000646,2025-10-29,Accessories,H&M,Fall,,Red,21,55.65,0.2,44.52,,False,
FB009241,2025-01-12,Tops,Ann Taylor,Winter,XS,Pink,32,60.17,0.0,60.17,4.5,False,
FB009784,2024-02-25,Dresses,Mango,Winter,L,Red,4,110.59,0.2,88.47,4.3,False,
FB001977,2024-07-12,Bottoms,Uniqlo,Summer,XXL,Green,21,47.6,0.0,47.6,2.5,False,
FB005932,2025-08-02,Dresses,H&M,Summer,M,Brown,50,92.39,0.3,64.67,3.1,False,
FB009293,2025-05-22,Bottoms,H&M,Spring,S,Black,13,44.77,0.0,44.77,2.9,False,
FB008703,2025-05-07,Outerwear,Forever21,Spring,XXL,Red,0,216.24,0.0,216.24,4.2,False,
FB000879,2024-01-11,Outerwear,H&M,Winter,XS,Red,40,178.09,0.1,160.28,,False,
